# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S11 ang:Trc2_S11 db:Trc3_S11 ang:Trc3_S11 db:Trc4_S11 ang:Trc4_S11 
2.130000000000000E+009 -7.936203766615616E+000 -1.293975515225628E+002 -7.936203766615616E+000 -1.293975515225628E+002 -7.936203766615616E+000 -1.293975515225628E+002 -7.936203766615616E+000 -1.293975515225628E+002 
2.135000000000000E+009 -8.145837365112138E+000 -1.332815867534343E+002 -8.145837365112138E+000 -1.332815867534343E+002 -8.145837365112138E+000 -1.332815867534343E+002 -8.145837365112138E+000 -1.332815867534343E+002 
2.140000000000000E+009 -8.444936383425143E+000 -1.372925088403334E+002 -8.444936383425143E+000 -1.372925088403334E+002 -8.444936383425143E+000 -1.372925088403334E+002 -8.444936383425143E+000 -1.372925088403334E+002 
2.145000000000000E+009 -8.820978249626570E+000 -1.411391172043412E+002 -8.820978249626570E+000 -1.411391172043412E+002 -8.820978249626570E+000 -1.411391172043412E+002 -8.820978249626570E+000 -1.411391172043412E+002 
2.150000000000000E+009 -9.251396580009152E+000 -1.448160921600799E+002 -9.251396580009152E+000 -1.448160921600799E+002 -9.251396580009152E+000 -1.448160921600799E+002 -9.251396580009152E+000 -1.448160921600799E+002 
2.155000000000000E+009 -9.759848871042385E+000 -1.483594864965534E+002 -9.759848871042385E+000 -1.483594864965534E+002 -9.759848871042385E+000 -1.483594864965534E+002 -9.759848871042385E+000 -1.483594864965534E+002 
2.160000000000000E+009 -1.033037829211130E+001 -1.515693155244560E+002 -1.033037829211130E+001 -1.515693155244560E+002 -1.033037829211130E+001 -1.515693155244560E+002 -1.033037829211130E+001 -1.515693155244560E+002 
2.165000000000000E+009 -1.094497852874355E+001 -1.545343966025819E+002 -1.094497852874355E+001 -1.545343966025819E+002 -1.094497852874355E+001 -1.545343966025819E+002 -1.094497852874355E+001 -1.545343966025819E+002 
2.170000000000000E+009 -1.163831428727289E+001 -1.571761813691247E+002 -1.163831428727289E+001 -1.571761813691247E+002 -1.163831428727289E+001 -1.571761813691247E+002 -1.163831428727289E+001 -1.571761813691247E+002 
2.175000000000000E+009 -1.238578902649831E+001 -1.593710022958564E+002 -1.238578902649831E+001 -1.593710022958564E+002 -1.238578902649831E+001 -1.593710022958564E+002 -1.238578902649831E+001 -1.593710022958564E+002 
2.180000000000000E+009 -1.320333798682589E+001 -1.610721702904510E+002 -1.320333798682589E+001 -1.610721702904510E+002 -1.320333798682589E+001 -1.610721702904510E+002 -1.320333798682589E+001 -1.610721702904510E+002 
2.185000000000000E+009 -1.406651301416926E+001 -1.619186558954147E+002 -1.406651301416926E+001 -1.619186558954147E+002 -1.406651301416926E+001 -1.619186558954147E+002 -1.406651301416926E+001 -1.619186558954147E+002 
2.190000000000000E+009 -1.495404414660379E+001 -1.618220701217852E+002 -1.495404414660379E+001 -1.618220701217852E+002 -1.495404414660379E+001 -1.618220701217852E+002 -1.495404414660379E+001 -1.618220701217852E+002 
2.195000000000000E+009 -1.580118843472038E+001 -1.609516184764391E+002 -1.580118843472038E+001 -1.609516184764391E+002 -1.580118843472038E+001 -1.609516184764391E+002 -1.580118843472038E+001 -1.609516184764391E+002 
2.200000000000000E+009 -1.662605847082702E+001 -1.592801020436743E+002 -1.662605847082702E+001 -1.592801020436743E+002 -1.662605847082702E+001 -1.592801020436743E+002 -1.662605847082702E+001 -1.592801020436743E+002 
2.205000000000000E+009 -1.739243417222387E+001 -1.568006250325763E+002 -1.739243417222387E+001 -1.568006250325763E+002 -1.739243417222387E+001 -1.568006250325763E+002 -1.739243417222387E+001 -1.568006250325763E+002 
2.210000000000000E+009 -1.811232073465384E+001 -1.533056863478983E+002 -1.811232073465384E+001 -1.533056863478983E+002 -1.811232073465384E+001 -1.533056863478983E+002 -1.811232073465384E+001 -1.533056863478983E+002 
2.215000000000000E+009 -1.866297503374984E+001 -1.486163870852201E+002 -1.866297503374984E+001 -1.486163870852201E+002 -1.866297503374984E+001 -1.486163870852201E+002 -1.866297503374984E+001 -1.486163870852201E+002 
2.220000000000000E+009 -1.892843725460794E+001 -1.433684764818618E+002 -1.892843725460794E+001 -1.433684764818618E+002 -1.892843725460794E+001 -1.433684764818618E+002 -1.892843725460794E+001 -1.433684764818618E+002 
2.225000000000000E+009 -1.891804474196914E+001 -1.384055541035439E+002 -1.891804474196914E+001 -1.384055541035439E+002 -1.891804474196914E+001 -1.384055541035439E+002 -1.891804474196914E+001 -1.384055541035439E+002 
2.230000000000000E+009 -1.864754154004859E+001 -1.345934316817692E+002 -1.864754154004859E+001 -1.345934316817692E+002 -1.864754154004859E+001 -1.345934316817692E+002 -1.864754154004859E+001 -1.345934316817692E+002 
2.235000000000000E+009 -1.826055293123811E+001 -1.326000038369768E+002 -1.826055293123811E+001 -1.326000038369768E+002 -1.826055293123811E+001 -1.326000038369768E+002 -1.826055293123811E+001 -1.326000038369768E+002 
2.240000000000000E+009 -1.793773551906286E+001 -1.320800500738743E+002 -1.793773551906286E+001 -1.320800500738743E+002 -1.793773551906286E+001 -1.320800500738743E+002 -1.793773551906286E+001 -1.320800500738743E+002 
2.245000000000000E+009 -1.765582247872214E+001 -1.323446313647815E+002 -1.765582247872214E+001 -1.323446313647815E+002 -1.765582247872214E+001 -1.323446313647815E+002 -1.765582247872214E+001 -1.323446313647815E+002 
2.250000000000000E+009 -1.739978476890649E+001 -1.335627737092298E+002 -1.739978476890649E+001 -1.335627737092298E+002 -1.739978476890649E+001 -1.335627737092298E+002 -1.739978476890649E+001 -1.335627737092298E+002 
2.255000000000000E+009 -1.726638280763594E+001 -1.357160104208116E+002 -1.726638280763594E+001 -1.357160104208116E+002 -1.726638280763594E+001 -1.357160104208116E+002 -1.726638280763594E+001 -1.357160104208116E+002 
2.260000000000000E+009 -1.724881840156105E+001 -1.382563823612572E+002 -1.724881840156105E+001 -1.382563823612572E+002 -1.724881840156105E+001 -1.382563823612572E+002 -1.724881840156105E+001 -1.382563823612572E+002 
2.265000000000000E+009 -1.735720530660939E+001 -1.413080620169009E+002 -1.735720530660939E+001 -1.413080620169009E+002 -1.735720530660939E+001 -1.413080620169009E+002 -1.735720530660939E+001 -1.413080620169009E+002 
2.270000000000000E+009 -1.760864871602999E+001 -1.443321137068689E+002 -1.760864871602999E+001 -1.443321137068689E+002 -1.760864871602999E+001 -1.443321137068689E+002 -1.760864871602999E+001 -1.443321137068689E+002 
2.275000000000000E+009 -1.794248984418602E+001 -1.475200521406231E+002 -1.794248984418602E+001 -1.475200521406231E+002 -1.794248984418602E+001 -1.475200521406231E+002 -1.794248984418602E+001 -1.475200521406231E+002 
2.280000000000000E+009 -1.839003864436502E+001 -1.509908969983270E+002 -1.839003864436502E+001 -1.509908969983270E+002 -1.839003864436502E+001 -1.509908969983270E+002 -1.839003864436502E+001 -1.509908969983270E+002 
2.285000000000000E+009 -1.897299703635244E+001 -1.547562038210480E+002 -1.897299703635244E+001 -1.547562038210480E+002 -1.897299703635244E+001 -1.547562038210480E+002 -1.897299703635244E+001 -1.547562038210480E+002 
2.290000000000000E+009 -1.974240436203050E+001 -1.589323135362182E+002 -1.974240436203050E+001 -1.589323135362182E+002 -1.974240436203050E+001 -1.589323135362182E+002 -1.974240436203050E+001 -1.589323135362182E+002 
2.295000000000000E+009 -2.074429174670297E+001 -1.634060384810746E+002 -2.074429174670297E+001 -1.634060384810746E+002 -2.074429174670297E+001 -1.634060384810746E+002 -2.074429174670297E+001 -1.634060384810746E+002 
2.300000000000000E+009 -2.203595082527506E+001 -1.683441636111572E+002 -2.203595082527506E+001 -1.683441636111572E+002 -2.203595082527506E+001 -1.683441636111572E+002 -2.203595082527506E+001 -1.683441636111572E+002 
2.305000000000000E+009 -2.375279862136395E+001 -1.742133365087843E+002 -2.375279862136395E+001 -1.742133365087843E+002 -2.375279862136395E+001 -1.742133365087843E+002 -2.375279862136395E+001 -1.742133365087843E+002 
2.310000000000000E+009 -2.612686642709817E+001 1.785139828477717E+002 -2.612686642709817E+001 1.785139828477717E+002 -2.612686642709817E+001 1.785139828477717E+002 -2.612686642709817E+001 1.785139828477717E+002 
2.315000000000000E+009 -2.965784931107971E+001 1.686767610054730E+002 -2.965784931107971E+001 1.686767610054730E+002 -2.965784931107971E+001 1.686767610054730E+002 -2.965784931107971E+001 1.686767610054730E+002 
2.320000000000000E+009 -3.529350362209168E+001 1.479163269870530E+002 -3.529350362209168E+001 1.479163269870530E+002 -3.529350362209168E+001 1.479163269870530E+002 -3.529350362209168E+001 1.479163269870530E+002 
2.325000000000000E+009 -3.956581785214038E+001 6.699468963368872E+001 -3.956581785214038E+001 6.699468963368872E+001 -3.956581785214038E+001 6.699468963368872E+001 -3.956581785214038E+001 6.699468963368872E+001 
